1,1,2117,0.10,0
15,1,1843,0.10,0
30,1,2015,0.10,0
1,1,1673,0.10,50
15,1,1479,0.10,50
30,1,1629,0.10,50
1,1,1719,0.10,150
15,1,1470,0.10,150
30,1,1629,0.10,150
1,1,1697,0.10,200
15,1,1436,0.10,200
30,1,1642,0.10,200
1,1,2117,0.14,0
15,1,1843,0.14,0
30,1,2015,0.14,0
1,1,1684,0.14,50
15,1,1450,0.14,50
30,1,1610,0.14,50
1,1,1711,0.14,150
15,1,1458,0.14,150
30,1,1668,0.14,150
1,1,1703,0.14,200
15,1,1484,0.14,200
30,1,1627,0.14,200
1,1,1818,0.18,0
15,1,1524,0.18,0
30,1,1703,0.18,0
1,1,1655,0.18,50
15,1,1443,0.18,50
30,1,1591,0.18,50
1,1,1724,0.18,150
15,1,1435,0.18,150
30,1,1647,0.18,150
1,1,1691,0.18,200
15,1,1457,0.18,200
30,1,1604,0.18,200
1,1,1826,0.20,0
15,1,1524,0.20,0
30,1,1716,0.20,0
1,1,1682,0.20,50
15,1,1454,0.20,50
30,1,1622,0.20,50
1,1,1750,0.20,150
15,1,1464,0.20,150
30,1,1638,0.20,150
1,1,1737,0.20,200
15,1,1442,0.20,200
30,1,1626,0.20,200
1,2,2117,0.10,0
15,2,1843,0.10,0
30,2,2015,0.10,0
1,2,1702,0.10,50
15,2,1446,0.10,50
30,2,1648,0.10,50
1,2,1675,0.10,150
15,2,1484,0.10,150
30,2,1652,0.10,150
1,2,1722,0.10,200
15,2,1484,0.10,200
30,2,1655,0.10,200
1,2,2117,0.14,0
15,2,1843,0.14,0
30,2,2015,0.14,0
1,2,1698,0.14,50
15,2,1481,0.14,50
30,2,1629,0.14,50
1,2,1705,0.14,150
15,2,1471,0.14,150
30,2,1630,0.14,150
1,2,1704,0.14,200
15,2,1488,0.14,200
30,2,1641,0.14,200
1,2,1828,0.18,0
15,2,1524,0.18,0
30,2,1741,0.18,0
1,2,1688,0.18,50
15,2,1429,0.18,50
30,2,1596,0.18,50
1,2,1691,0.18,150
15,2,1473,0.18,150
30,2,1634,0.18,150
1,2,1736,0.18,200
15,2,1481,0.18,200
30,2,1639,0.18,200
1,2,1818,0.20,0
15,2,1524,0.20,0
30,2,1716,0.20,0
1,2,1695,0.20,50
15,2,1422,0.20,50
30,2,1629,0.20,50
1,2,1725,0.20,150
15,2,1485,0.20,150
30,2,1630,0.20,150
1,2,1729,0.20,200
15,2,1465,0.20,200
30,2,1612,0.20,200
1,3,2117,0.10,0
15,3,1843,0.10,0
30,3,2015,0.10,0
1,3,1710,0.10,50
15,3,1475,0.10,50
30,3,1636,0.10,50
1,3,1723,0.10,150
15,3,1479,0.10,150
30,3,1644,0.10,150
1,3,1721,0.10,200
15,3,1487,0.10,200
30,3,1633,0.10,200
1,3,2117,0.14,0
15,3,1843,0.14,0
30,3,2015,0.14,0
1,3,1710,0.14,50
15,3,1455,0.14,50
30,3,1616,0.14,50
1,3,1704,0.14,150
15,3,1464,0.14,150
30,3,1687,0.14,150
1,3,1704,0.14,200
15,3,1493,0.14,200
30,3,1658,0.14,200
1,3,1818,0.18,0
15,3,1507,0.18,0
30,3,1724,0.18,0
1,3,1717,0.18,50
15,3,1458,0.18,50
30,3,1626,0.18,50
1,3,1717,0.18,150
15,3,1462,0.18,150
30,3,1653,0.18,150
1,3,1699,0.18,200
15,3,1466,0.18,200
30,3,1652,0.18,200
1,3,1815,0.20,0
15,3,1524,0.20,0
30,3,1724,0.20,0
1,3,1704,0.20,50
15,3,1434,0.20,50
30,3,1621,0.20,50
1,3,1728,0.20,150
15,3,1478,0.20,150
30,3,1581,0.20,150
1,3,1722,0.20,200
15,3,1494,0.20,200
30,3,1647,0.20,200
1,4,2117,0.10,0
15,4,1843,0.10,0
30,4,2015,0.10,0
1,4,1695,0.10,50
15,4,1451,0.10,50
30,4,1626,0.10,50
1,4,1715,0.10,150
15,4,1487,0.10,150
30,4,1641,0.10,150
1,4,1707,0.10,200
15,4,1448,0.10,200
30,4,1610,0.10,200
1,4,2117,0.14,0
15,4,1843,0.14,0
30,4,2015,0.14,0
1,4,1689,0.14,50
15,4,1464,0.14,50
30,4,1633,0.14,50
1,4,1686,0.14,150
15,4,1496,0.14,150
30,4,1645,0.14,150
1,4,1713,0.14,200
15,4,1448,0.14,200
30,4,1662,0.14,200
1,4,1826,0.18,0
15,4,1524,0.18,0
30,4,1741,0.18,0
1,4,1706,0.18,50
15,4,1447,0.18,50
30,4,1611,0.18,50
1,4,1740,0.18,150
15,4,1440,0.18,150
30,4,1613,0.18,150
1,4,1744,0.18,200
15,4,1460,0.18,200
30,4,1605,0.18,200
1,4,1825,0.20,0
15,4,1524,0.20,0
30,4,1674,0.20,0
1,4,1700,0.20,50
15,4,1462,0.20,50
30,4,1604,0.20,50
1,4,1713,0.20,150
15,4,1449,0.20,150
30,4,1598,0.20,150
1,4,1710,0.20,200
15,4,1523,0.20,200
30,4,1625,0.20,200
1,5,2117,0.10,0
15,5,1843,0.10,0
30,5,2015,0.10,0
1,5,1700,0.10,50
15,5,1471,0.10,50
30,5,1623,0.10,50
1,5,1700,0.10,150
15,5,1475,0.10,150
30,5,1611,0.10,150
1,5,1723,0.10,200
15,5,1466,0.10,200
30,5,1668,0.10,200
1,5,2117,0.14,0
15,5,1843,0.14,0
30,5,2015,0.14,0
1,5,1702,0.14,50
15,5,1452,0.14,50
30,5,1614,0.14,50
1,5,1711,0.14,150
15,5,1493,0.14,150
30,5,1631,0.14,150
1,5,1713,0.14,200
15,5,1485,0.14,200
30,5,1624,0.14,200
1,5,1820,0.18,0
15,5,1480,0.18,0
30,5,1735,0.18,0
1,5,1716,0.18,50
15,5,1428,0.18,50
30,5,1628,0.18,50
1,5,1745,0.18,150
15,5,1437,0.18,150
30,5,1601,0.18,150
1,5,1720,0.18,200
15,5,1431,0.18,200
30,5,1609,0.18,200
1,5,1817,0.20,0
15,5,1524,0.20,0
30,5,1680,0.20,0
1,5,1690,0.20,50
15,5,1434,0.20,50
30,5,1586,0.20,50
1,5,1717,0.20,150
15,5,1459,0.20,150
30,5,1636,0.20,150
1,5,1737,0.20,200
15,5,1477,0.20,200
30,5,1606,0.20,200
